Gene_names,GO_IDs,GO_terms
NCP1,GO:0003958,NADPH-hemoprotein reductase activity
NCP1,GO:0005741,mitochondrial outer membrane
NCP1,GO:0005789,endoplasmic reticulum membrane
NCP1,GO:0005886,plasma membrane
NCP1,GO:0006696,ergosterol biosynthetic process
NCP1,GO:0010181,FMN binding
NCP1,GO:0050660,flavin adenine dinucleotide binding
NCP1,GO:0050661,NADP binding
LSC1,GO:0000166,nucleotide binding
LSC1,GO:0004775,succinate-CoA ligase (ADP-forming) activity
LSC1,GO:0005739,mitochondrion
LSC1,GO:0006099,tricarboxylic acid cycle
TIF32,GO:0001732,formation of cytoplasmic translation initiation complex
TIF32,GO:0003723,RNA binding
TIF32,GO:0003743,translation initiation factor activity
TIF32,GO:0005852,eukaryotic translation initiation factor 3 complex
TIF32,GO:0016282,eukaryotic 43S preinitiation complex
TIF32,GO:0033290,eukaryotic 48S preinitiation complex
SPE2,GO:0004014,adenosylmethionine decarboxylase activity
SPE2,GO:0006597,spermine biosynthetic process
SPE2,GO:0008295,spermidine biosynthetic process
COQ7,GO:0006744,ubiquinone biosynthetic process
COQ7,GO:0008682,3-demethoxyubiquinol 3-hydroxylase activity
COQ7,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
COQ7,GO:0031314,extrinsic component of mitochondrial inner membrane
COQ7,GO:0046872,metal ion binding
RPD3,GO:0004407,histone deacetylase activity
RPD3,GO:0005634,nucleus
RPD3,GO:0006325,chromatin organization
RPD3,GO:0006355,regulation of DNA-templated transcription
RPD3,GO:0016575,histone deacetylation
RPD3,GO:0046872,metal ion binding
AAH1,GO:0000034,adenine deaminase activity
AAH1,GO:0004000,adenosine deaminase activity
AAH1,GO:0005634,nucleus
AAH1,GO:0005737,cytoplasm
AAH1,GO:0006146,adenine catabolic process
AAH1,GO:0008270,zinc ion binding
AAH1,GO:0009117,nucleotide metabolic process
AAH1,GO:0009168,purine ribonucleoside monophosphate biosynthetic process
AAH1,GO:0043103,hypoxanthine salvage
AAH1,GO:0046936,2'-deoxyadenosine deaminase activity
GLR1,GO:0004362,glutathione-disulfide reductase (NADPH) activity
GLR1,GO:0005737,cytoplasm
GLR1,GO:0006749,glutathione metabolic process
GLR1,GO:0045454,cell redox homeostasis
GLR1,GO:0050660,flavin adenine dinucleotide binding
GLR1,GO:0050661,NADP binding
DBP4,GO:0003723,RNA binding
DBP4,GO:0003724,RNA helicase activity
DBP4,GO:0005524,ATP binding
DBP4,GO:0005730,nucleolus
DBP4,GO:0006364,rRNA processing
DBP4,GO:0016787,hydrolase activity
MCM5,GO:0000727,double-strand break repair via break-induced replication
MCM5,GO:0003678,DNA helicase activity
MCM5,GO:0003688,DNA replication origin binding
MCM5,GO:0005524,ATP binding
MCM5,GO:0005656,nuclear pre-replicative complex
MCM5,GO:0006267,pre-replicative complex assembly involved in nuclear cell cycle DNA replication
MCM5,GO:0006268,DNA unwinding involved in DNA replication
MCM5,GO:0006270,DNA replication initiation
MCM5,GO:0016887,ATP hydrolysis activity
MCM5,GO:0030174,regulation of DNA-templated DNA replication initiation
MCM5,GO:0031298,replication fork protection complex
MCM5,GO:0042555,MCM complex
MCM5,GO:0071162,CMG complex
MCM2,GO:0000727,double-strand break repair via break-induced replication
MCM2,GO:0003688,DNA replication origin binding
MCM2,GO:0004386,helicase activity
MCM2,GO:0005524,ATP binding
MCM2,GO:0005656,nuclear pre-replicative complex
MCM2,GO:0006267,pre-replicative complex assembly involved in nuclear cell cycle DNA replication
MCM2,GO:0006268,DNA unwinding involved in DNA replication
MCM2,GO:0006270,DNA replication initiation
MCM2,GO:0016787,hydrolase activity
MCM2,GO:0030174,regulation of DNA-templated DNA replication initiation
MCM2,GO:0031298,replication fork protection complex
MCM2,GO:0042555,MCM complex
MCM2,GO:0046872,metal ion binding
MCM2,GO:0071162,CMG complex
MCM2,GO:1905775,negative regulation of DNA helicase activity
RKR1,GO:0005829,cytosol
RKR1,GO:0043023,ribosomal large subunit binding
RKR1,GO:0046872,metal ion binding
RKR1,GO:0061630,ubiquitin protein ligase activity
RKR1,GO:0072344,rescue of stalled ribosome
RKR1,GO:1990112,RQC complex
RKR1,GO:1990116,ribosome-associated ubiquitin-dependent protein catabolic process
FEN1,GO:0000287,magnesium ion binding
FEN1,GO:0003677,DNA binding
FEN1,GO:0005654,nucleoplasm
FEN1,GO:0005730,nucleolus
FEN1,GO:0005739,mitochondrion
FEN1,GO:0006284,base-excision repair
FEN1,GO:0008409,5'-3' exonuclease activity
FEN1,GO:0017108,5'-flap endonuclease activity
FEN1,GO:0043137,"DNA replication, removal of RNA primer"
PMT2,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity
PMT2,GO:0005789,endoplasmic reticulum membrane
CHO2,GO:0004608,phosphatidylethanolamine N-methyltransferase activity
CHO2,GO:0005789,endoplasmic reticulum membrane
CHO2,GO:0006656,phosphatidylcholine biosynthetic process
CHO2,GO:0032259,methylation
DRE2,GO:0005758,mitochondrial intermembrane space
DRE2,GO:0009055,electron transfer activity
DRE2,GO:0016226,iron-sulfur cluster assembly
DRE2,GO:0046872,metal ion binding
DRE2,GO:0051537,"2 iron, 2 sulfur cluster binding"
DRE2,GO:0051539,"4 iron, 4 sulfur cluster binding"
TY2B-GR2,GO:0003723,RNA binding
TY2B-GR2,GO:0003887,DNA-directed DNA polymerase activity
TY2B-GR2,GO:0003964,RNA-directed DNA polymerase activity
TY2B-GR2,GO:0004523,RNA-DNA hybrid ribonuclease activity
TY2B-GR2,GO:0005634,nucleus
TY2B-GR2,GO:0005737,cytoplasm
TY2B-GR2,GO:0015074,DNA integration
TY2B-GR2,GO:0032196,transposition
MCM4,GO:0000727,double-strand break repair via break-induced replication
MCM4,GO:0003678,DNA helicase activity
MCM4,GO:0003688,DNA replication origin binding
MCM4,GO:0005524,ATP binding
MCM4,GO:0005656,nuclear pre-replicative complex
MCM4,GO:0006267,pre-replicative complex assembly involved in nuclear cell cycle DNA replication
MCM4,GO:0006268,DNA unwinding involved in DNA replication
MCM4,GO:0006270,DNA replication initiation
MCM4,GO:0016887,ATP hydrolysis activity
MCM4,GO:0030174,regulation of DNA-templated DNA replication initiation
MCM4,GO:0031298,replication fork protection complex
MCM4,GO:0042555,MCM complex
MCM4,GO:0051301,cell division
MCM4,GO:0071162,CMG complex
LIA1,GO:0005634,nucleus
LIA1,GO:0005737,cytoplasm
LIA1,GO:0008612,peptidyl-lysine modification to peptidyl-hypusine
LIA1,GO:0019135,deoxyhypusine monooxygenase activity
LIA1,GO:0046872,metal ion binding
ESA1,GO:0000123,histone acetyltransferase complex
ESA1,GO:0004402,histone acetyltransferase activity
ESA1,GO:0006281,DNA repair
ESA1,GO:0006325,chromatin organization
ESA1,GO:0006355,regulation of DNA-templated transcription
ESA1,GO:0016573,histone acetylation
ESA1,GO:0106226,peptide 2-hydroxyisobutyryltransferase activity
ESA1,GO:0140064,peptide crotonyltransferase activity
PEP5,GO:0000329,fungal-type vacuole membrane
PEP5,GO:0006886,intracellular protein transport
PEP5,GO:0016192,vesicle-mediated transport
PEP5,GO:0016740,transferase activity
PEP5,GO:0030897,HOPS complex
PEP5,GO:0033263,CORVET complex
PEP5,GO:0046872,metal ion binding
ABD1,GO:0003723,RNA binding
ABD1,GO:0004482,mRNA (guanine-N7-)-methyltransferase activity
ABD1,GO:0005634,nucleus
GAP1,GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
GAP1,GO:0005829,cytosol
GAP1,GO:0006006,glucose metabolic process
GAP1,GO:0006096,glycolytic process
GAP1,GO:0030312,external encapsulating structure
GAP1,GO:0050661,NADP binding
GAP1,GO:0051287,NAD binding
SCS3,GO:0005789,endoplasmic reticulum membrane
SCS3,GO:0008654,phospholipid biosynthetic process
SCS3,GO:0106399,acyl-coenzyme A diphosphatase activity
SCS3,GO:0140042,lipid droplet formation
GPD2,GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
GPD2,GO:0005829,cytosol
GPD2,GO:0006006,glucose metabolic process
GPD2,GO:0006096,glycolytic process
GPD2,GO:0030312,external encapsulating structure
GPD2,GO:0050661,NADP binding
GPD2,GO:0051287,NAD binding
GET2,GO:0000139,Golgi membrane
GET2,GO:0005789,endoplasmic reticulum membrane
GET2,GO:0016192,vesicle-mediated transport
GET2,GO:0043529,GET complex
GET2,GO:0045048,protein insertion into ER membrane
PAN3,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening
PAN3,GO:0003723,RNA binding
PAN3,GO:0004672,protein kinase activity
PAN3,GO:0005524,ATP binding
PAN3,GO:0006397,mRNA processing
PAN3,GO:0006468,protein phosphorylation
PAN3,GO:0031251,PAN complex
PAN3,GO:0046872,metal ion binding
SEY1,GO:0003924,GTPase activity
SEY1,GO:0005525,GTP binding
SEY1,GO:0005789,endoplasmic reticulum membrane
SEY1,GO:0007029,endoplasmic reticulum organization
SDH1,GO:0005743,mitochondrial inner membrane
SDH1,GO:0006099,tricarboxylic acid cycle
SDH1,GO:0008177,succinate dehydrogenase (ubiquinone) activity
SDH1,GO:0022900,electron transport chain
SDH1,GO:0050660,flavin adenine dinucleotide binding
SDH1,GO:0102040,fumarate reductase (menaquinone)
DUS3,GO:0006397,mRNA processing
DUS3,GO:0046872,metal ion binding
DUS3,GO:0050660,flavin adenine dinucleotide binding
DUS3,GO:0102265,tRNA-dihydrouridine47 synthase activity
VIP1,GO:0000827,"inositol-1,3,4,5,6-pentakisphosphate kinase activity"
VIP1,GO:0000829,inositol heptakisphosphate kinase activity
VIP1,GO:0000832,inositol hexakisphosphate 5-kinase activity
VIP1,GO:0005524,ATP binding
VIP1,GO:0005737,cytoplasm
VIP1,GO:0005856,cytoskeleton
VIP1,GO:0016310,phosphorylation
VIP1,GO:0033857,diphosphoinositol-pentakisphosphate kinase activity
VIP1,GO:0052723,inositol hexakisphosphate 1-kinase activity
VIP1,GO:0052724,inositol hexakisphosphate 3-kinase activity
IPL1,GO:0000776,kinetochore
IPL1,GO:0004674,protein serine/threonine kinase activity
IPL1,GO:0005524,ATP binding
IPL1,GO:0005819,spindle
IPL1,GO:0006468,protein phosphorylation
IPL1,GO:0007059,chromosome segregation
ATG29,GO:0000045,autophagosome assembly
ATG29,GO:0000407,phagophore assembly site
ATG29,GO:0015031,protein transport
MUS81,GO:0000727,double-strand break repair via break-induced replication
MUS81,GO:0000737,"obsolete DNA catabolic process, endonucleolytic"
MUS81,GO:0003677,DNA binding
MUS81,GO:0005634,nucleus
MUS81,GO:0008821,crossover junction DNA endonuclease activity
MUS81,GO:0046872,metal ion binding
MUS81,GO:0048476,Holliday junction resolvase complex
MUS81,GO:0051321,meiotic cell cycle
DOT1,GO:0000077,DNA damage checkpoint signaling
DOT1,GO:0000781,"chromosome, telomeric region"
DOT1,GO:0000786,nucleosome
DOT1,GO:0005634,nucleus
DOT1,GO:0006281,DNA repair
DOT1,GO:0031509,subtelomeric heterochromatin formation
DOT1,GO:0034729,histone H3-K79 methylation
DOT1,GO:0042393,histone binding
DOT1,GO:0140956,histone H3K79 trimethyltransferase activity
RAD18,GO:0003697,single-stranded DNA binding
RAD18,GO:0005634,nucleus
RAD18,GO:0006301,postreplication repair
RAD18,GO:0006513,protein monoubiquitination
RAD18,GO:0046872,metal ion binding
RAD18,GO:0061630,ubiquitin protein ligase activity
GRP78,GO:0005524,ATP binding
GRP78,GO:0005783,endoplasmic reticulum
GRP78,GO:0016020,membrane
GRP78,GO:0140662,ATP-dependent protein folding chaperone
TSC10,GO:0005789,endoplasmic reticulum membrane
TSC10,GO:0006666,3-keto-sphinganine metabolic process
TSC10,GO:0030148,sphingolipid biosynthetic process
TSC10,GO:0047560,3-dehydrosphinganine reductase activity
HOM6,GO:0004072,aspartate kinase activity
HOM6,GO:0004412,homoserine dehydrogenase activity
HOM6,GO:0009086,methionine biosynthetic process
HOM6,GO:0009088,threonine biosynthetic process
HOM6,GO:0009097,isoleucine biosynthetic process
HOM6,GO:0050661,NADP binding
TRM8,GO:0000049,tRNA binding
TRM8,GO:0005634,nucleus
TRM8,GO:0008176,tRNA (guanine-N7-)-methyltransferase activity
ILV5,GO:0004455,ketol-acid reductoisomerase activity
ILV5,GO:0005739,mitochondrion
ILV5,GO:0009097,isoleucine biosynthetic process
ILV5,GO:0009099,valine biosynthetic process
ILV5,GO:0016853,isomerase activity
ILV5,GO:0046872,metal ion binding
TY1B-DR6,GO:0003723,RNA binding
TY1B-DR6,GO:0003887,DNA-directed DNA polymerase activity
TY1B-DR6,GO:0003964,RNA-directed DNA polymerase activity
TY1B-DR6,GO:0004190,aspartic-type endopeptidase activity
TY1B-DR6,GO:0004523,RNA-DNA hybrid ribonuclease activity
TY1B-DR6,GO:0005634,nucleus
TY1B-DR6,GO:0005737,cytoplasm
TY1B-DR6,GO:0006508,proteolysis
TY1B-DR6,GO:0015074,DNA integration
TY1B-DR6,GO:0032196,transposition
PAN1,GO:0000030,mannosyltransferase activity
PAN1,GO:0005509,calcium ion binding
PAN1,GO:0005886,plasma membrane
PAN1,GO:0006486,protein glycosylation
PAN1,GO:0006897,endocytosis
PAN1,GO:0010008,endosome membrane
PAN1,GO:0016043,cellular component organization
PAN1,GO:0030479,actin cortical patch
TY2B-LR1,GO:0003723,RNA binding
TY2B-LR1,GO:0003887,DNA-directed DNA polymerase activity
TY2B-LR1,GO:0003964,RNA-directed DNA polymerase activity
TY2B-LR1,GO:0004523,RNA-DNA hybrid ribonuclease activity
TY2B-LR1,GO:0005634,nucleus
TY2B-LR1,GO:0005737,cytoplasm
TY2B-LR1,GO:0015074,DNA integration
TY2B-LR1,GO:0032196,transposition
gcp,GO:0000408,EKC/KEOPS complex
gcp,GO:0002949,tRNA threonylcarbamoyladenosine modification
gcp,GO:0005634,nucleus
gcp,GO:0005737,cytoplasm
gcp,GO:0046872,metal ion binding
gcp,GO:0061711,N(6)-L-threonylcarbamoyladenine synthase activity
PMT6,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity
PMT6,GO:0005789,endoplasmic reticulum membrane
HOM2,GO:0004073,aspartate-semialdehyde dehydrogenase activity
HOM2,GO:0009088,threonine biosynthetic process
HOM2,GO:0009089,lysine biosynthetic process via diaminopimelate
HOM2,GO:0046983,protein dimerization activity
HOM2,GO:0050661,NADP binding
HOM2,GO:0051287,NAD binding
PRS1,GO:0000287,magnesium ion binding
PRS1,GO:0002189,ribose phosphate diphosphokinase complex
PRS1,GO:0004749,ribose phosphate diphosphokinase activity
PRS1,GO:0005524,ATP binding
PRS1,GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process
PRS1,GO:0009156,ribonucleoside monophosphate biosynthetic process
PRS1,GO:0009165,nucleotide biosynthetic process
PRS1,GO:0016301,kinase activity
PRS1,GO:0016310,phosphorylation
PRS1,GO:0031505,fungal-type cell wall organization
ALG2,GO:0004378,"GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity"
ALG2,GO:0005789,endoplasmic reticulum membrane
ALG2,GO:0006486,protein glycosylation
ALG2,GO:0102704,"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity"
CEG1,GO:0004484,mRNA guanylyltransferase activity
CEG1,GO:0005524,ATP binding
CEG1,GO:0005525,GTP binding
CEG1,GO:0006370,7-methylguanosine mRNA capping
CEG1,GO:0031533,mRNA cap methyltransferase complex
ERB1,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
ERB1,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
ERB1,GO:0005654,nucleoplasm
ERB1,GO:0005730,nucleolus
ERB1,GO:0030687,"preribosome, large subunit precursor"
ERB1,GO:0043021,ribonucleoprotein complex binding
RRM3,GO:0000002,mitochondrial genome maintenance
RRM3,GO:0000723,telomere maintenance
RRM3,GO:0000781,"chromosome, telomeric region"
RRM3,GO:0005524,ATP binding
RRM3,GO:0005634,nucleus
RRM3,GO:0005657,replication fork
RRM3,GO:0006260,DNA replication
RRM3,GO:0006281,DNA repair
RRM3,GO:0016887,ATP hydrolysis activity
RRM3,GO:0043139,5'-3' DNA helicase activity
RRM3,GO:0051880,G-quadruplex DNA binding
TY2B-GR1,GO:0003723,RNA binding
TY2B-GR1,GO:0003887,DNA-directed DNA polymerase activity
TY2B-GR1,GO:0003964,RNA-directed DNA polymerase activity
TY2B-GR1,GO:0004523,RNA-DNA hybrid ribonuclease activity
TY2B-GR1,GO:0005634,nucleus
TY2B-GR1,GO:0005737,cytoplasm
TY2B-GR1,GO:0015074,DNA integration
TY2B-GR1,GO:0032196,transposition
ATG2,GO:0005789,endoplasmic reticulum membrane
ATG2,GO:0006869,lipid transport
ATG2,GO:0006914,autophagy
ATG2,GO:0015031,protein transport
ATG2,GO:0034045,phagophore assembly site membrane
GDB1,GO:0004134,4-alpha-glucanotransferase activity
GDB1,GO:0004135,"amylo-alpha-1,6-glucosidase activity"
GDB1,GO:0005737,cytoplasm
GDB1,GO:0005978,glycogen biosynthetic process
GDB1,GO:0005980,glycogen catabolic process
GDB1,GO:0102500,beta-maltose 4-alpha-glucanotransferase activity
ALA1,GO:0000049,tRNA binding
ALA1,GO:0004813,alanine-tRNA ligase activity
ALA1,GO:0005524,ATP binding
ALA1,GO:0005739,mitochondrion
ALA1,GO:0008270,zinc ion binding
ALA1,GO:0070143,mitochondrial alanyl-tRNA aminoacylation
LEU1,GO:0003861,3-isopropylmalate dehydratase activity
LEU1,GO:0009098,leucine biosynthetic process
LEU1,GO:0009316,3-isopropylmalate dehydratase complex
LEU1,GO:0046872,metal ion binding
LEU1,GO:0051539,"4 iron, 4 sulfur cluster binding"
NCS6,GO:0000049,tRNA binding
NCS6,GO:0002098,tRNA wobble uridine modification
NCS6,GO:0005524,ATP binding
NCS6,GO:0005737,cytoplasm
NCS6,GO:0016779,nucleotidyltransferase activity
NCS6,GO:0032447,protein urmylation
NCS6,GO:0034227,tRNA thio-modification
VPS30,GO:0005774,vacuolar membrane
VPS30,GO:0006914,autophagy
VPS30,GO:0010008,endosome membrane
VPS30,GO:0015031,protein transport
VPS30,GO:0034045,phagophore assembly site membrane
GLT1,GO:0005506,iron ion binding
GLT1,GO:0006541,glutamine metabolic process
GLT1,GO:0010181,FMN binding
GLT1,GO:0016040,glutamate synthase (NADH) activity
GLT1,GO:0050660,flavin adenine dinucleotide binding
GLT1,GO:0051538,"3 iron, 4 sulfur cluster binding"
GLT1,GO:0097054,L-glutamate biosynthetic process
PAN2,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening
PAN2,GO:0003676,nucleic acid binding
PAN2,GO:0004535,poly(A)-specific ribonuclease activity
PAN2,GO:0006397,mRNA processing
PAN2,GO:0031251,PAN complex
PAN2,GO:0046872,metal ion binding
NBP35,GO:0005524,ATP binding
NBP35,GO:0005634,nucleus
NBP35,GO:0005737,cytoplasm
NBP35,GO:0016226,iron-sulfur cluster assembly
NBP35,GO:0046872,metal ion binding
NBP35,GO:0051539,"4 iron, 4 sulfur cluster binding"
NBP35,GO:0140663,ATP-dependent FeS chaperone activity
NTE1,GO:0004622,lysophospholipase activity
NTE1,GO:0005789,endoplasmic reticulum membrane
NTE1,GO:0016042,lipid catabolic process
NTE1,GO:0046470,phosphatidylcholine metabolic process
NTE1,GO:0102545,phosphatidyl phospholipase B activity
CMP2,GO:0005516,calmodulin binding
CMP2,GO:0017018,myosin phosphatase activity
CMP2,GO:0033192,calmodulin-dependent protein phosphatase activity
CMP2,GO:0097720,calcineurin-mediated signaling
CTA1,GO:0004096,catalase activity
CTA1,GO:0006979,response to oxidative stress
CTA1,GO:0020037,heme binding
CTA1,GO:0042744,hydrogen peroxide catabolic process
CTA1,GO:0046872,metal ion binding
HOG1,GO:0004707,MAP kinase activity
HOG1,GO:0005524,ATP binding
HOG1,GO:0005634,nucleus
HOG1,GO:0006468,protein phosphorylation
HOG1,GO:0051403,stress-activated MAPK cascade
HOG1,GO:0106310,protein serine kinase activity
TY1B-DR6,GO:0003723,RNA binding
TY1B-DR6,GO:0003887,DNA-directed DNA polymerase activity
TY1B-DR6,GO:0003964,RNA-directed DNA polymerase activity
TY1B-DR6,GO:0004190,aspartic-type endopeptidase activity
TY1B-DR6,GO:0004523,RNA-DNA hybrid ribonuclease activity
TY1B-DR6,GO:0005634,nucleus
TY1B-DR6,GO:0005737,cytoplasm
TY1B-DR6,GO:0006508,proteolysis
TY1B-DR6,GO:0015074,DNA integration
TY1B-DR6,GO:0032196,transposition
PFK2,GO:0003872,6-phosphofructokinase activity
PFK2,GO:0005524,ATP binding
PFK2,GO:0005737,cytoplasm
PFK2,GO:0006002,fructose 6-phosphate metabolic process
PFK2,GO:0046872,metal ion binding
HCR1,GO:0001732,formation of cytoplasmic translation initiation complex
HCR1,GO:0003743,translation initiation factor activity
HCR1,GO:0003995,acyl-CoA dehydrogenase activity
