Gene_names,GO_terms,GO_names
KLMA_30557,GO:0004014,adenosylmethionine decarboxylase activity
KLMA_30557,GO:0006597,spermine biosynthetic process
KLMA_30557,GO:0008295,spermidine biosynthetic process
KLMA_20608,GO:0006744,ubiquinone biosynthetic process
KLMA_20608,GO:0008682,3-demethoxyubiquinol 3-hydroxylase activity
KLMA_20608,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
KLMA_20608,GO:0031314,extrinsic component of mitochondrial inner membrane
KLMA_20608,GO:0046872,metal ion binding
KLMA_20628,GO:0004407,histone deacetylase activity
KLMA_20628,GO:0005634,nucleus
KLMA_20628,GO:0006325,chromatin organization
KLMA_20628,GO:0006355,regulation of DNA-templated transcription
KLMA_20628,GO:0016575,histone deacetylation
KLMA_20628,GO:0046872,metal ion binding
KLMA_10747,GO:0000034,adenine deaminase activity
KLMA_10747,GO:0004000,adenosine deaminase activity
KLMA_10747,GO:0005634,nucleus
KLMA_10747,GO:0005737,cytoplasm
KLMA_10747,GO:0006146,adenine catabolic process
KLMA_10747,GO:0008270,zinc ion binding
KLMA_10747,GO:0009117,nucleotide metabolic process
KLMA_10747,GO:0009168,purine ribonucleoside monophosphate biosynthetic process
KLMA_10747,GO:0043103,hypoxanthine salvage
KLMA_10747,GO:0046936,2'-deoxyadenosine deaminase activity
KLMA_10787,GO:0004362,glutathione-disulfide reductase (NADPH) activity
KLMA_10787,GO:0005737,cytoplasm
KLMA_10787,GO:0006749,glutathione metabolic process
KLMA_10787,GO:0045454,cell redox homeostasis
KLMA_10787,GO:0050660,flavin adenine dinucleotide binding
KLMA_10787,GO:0050661,NADP binding
KLMA_20693,GO:0003723,RNA binding
KLMA_20693,GO:0003724,RNA helicase activity
KLMA_20693,GO:0005524,ATP binding
KLMA_20693,GO:0005730,nucleolus
KLMA_20693,GO:0006364,rRNA processing
KLMA_20693,GO:0016787,hydrolase activity
KLMA_20703,GO:0000727,double-strand break repair via break-induced replication
KLMA_20703,GO:0003678,DNA helicase activity
KLMA_20703,GO:0003688,DNA replication origin binding
KLMA_20703,GO:0005524,ATP binding
KLMA_20703,GO:0005656,nuclear pre-replicative complex
KLMA_20703,GO:0006267,pre-replicative complex assembly involved in nuclear cell cycle DNA replication
KLMA_20703,GO:0006268,DNA unwinding involved in DNA replication
KLMA_20703,GO:0006270,DNA replication initiation
KLMA_20703,GO:0016887,ATP hydrolysis activity
KLMA_20703,GO:0030174,regulation of DNA-templated DNA replication initiation
KLMA_20703,GO:0031298,replication fork protection complex
KLMA_20703,GO:0042555,MCM complex
KLMA_20703,GO:0071162,CMG complex
KLMA_30138,GO:0000727,double-strand break repair via break-induced replication
KLMA_30138,GO:0003688,DNA replication origin binding
KLMA_30138,GO:0004386,helicase activity
KLMA_30138,GO:0005524,ATP binding
KLMA_30138,GO:0005656,nuclear pre-replicative complex
KLMA_30138,GO:0006267,pre-replicative complex assembly involved in nuclear cell cycle DNA replication
KLMA_30138,GO:0006268,DNA unwinding involved in DNA replication
KLMA_30138,GO:0006270,DNA replication initiation
KLMA_30138,GO:0016787,hydrolase activity
KLMA_30138,GO:0030174,regulation of DNA-templated DNA replication initiation
KLMA_30138,GO:0031298,replication fork protection complex
KLMA_30138,GO:0042555,MCM complex
KLMA_30138,GO:0046872,metal ion binding
KLMA_30138,GO:0071162,CMG complex
KLMA_30138,GO:1905775,negative regulation of DNA helicase activity
KLMA_30560,GO:0005829,cytosol
KLMA_30560,GO:0043023,ribosomal large subunit binding
KLMA_30560,GO:0046872,metal ion binding
KLMA_30560,GO:0061630,ubiquitin protein ligase activity
KLMA_30560,GO:0072344,rescue of stalled ribosome
KLMA_30560,GO:1990112,RQC complex
KLMA_30560,GO:1990116,ribosome-associated ubiquitin-dependent protein catabolic process
KLMA_30565,GO:0000287,magnesium ion binding
KLMA_30565,GO:0003677,DNA binding
KLMA_30565,GO:0005654,nucleoplasm
KLMA_30565,GO:0005730,nucleolus
KLMA_30565,GO:0005739,mitochondrion
KLMA_30565,GO:0006284,base-excision repair
KLMA_30565,GO:0008409,5'-3' exonuclease activity
KLMA_30565,GO:0017108,5'-flap endonuclease activity
KLMA_30565,GO:0043137,"DNA replication, removal of RNA primer"
KLMA_30233,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity
KLMA_30233,GO:0005789,endoplasmic reticulum membrane
KLMA_40103,GO:0004608,phosphatidylethanolamine N-methyltransferase activity
KLMA_40103,GO:0005789,endoplasmic reticulum membrane
KLMA_40103,GO:0006656,phosphatidylcholine biosynthetic process
KLMA_40103,GO:0032259,methylation
KLMA_30253,GO:0005758,mitochondrial intermembrane space
KLMA_30253,GO:0009055,electron transfer activity
KLMA_30253,GO:0016226,iron-sulfur cluster assembly
KLMA_30253,GO:0046872,metal ion binding
KLMA_30253,GO:0051537,"2 iron, 2 sulfur cluster binding"
KLMA_30253,GO:0051539,"4 iron, 4 sulfur cluster binding"
KLMA_30004,GO:0003723,RNA binding
KLMA_30004,GO:0003887,DNA-directed DNA polymerase activity
KLMA_30004,GO:0003964,RNA-directed DNA polymerase activity
KLMA_30004,GO:0004523,RNA-DNA hybrid ribonuclease activity
KLMA_30004,GO:0005634,nucleus
KLMA_30004,GO:0005737,cytoplasm
KLMA_30004,GO:0015074,DNA integration
KLMA_30004,GO:0032196,transposition
KLMA_30006,GO:0003723,RNA binding
KLMA_30006,GO:0003887,DNA-directed DNA polymerase activity
KLMA_30006,GO:0003964,RNA-directed DNA polymerase activity
KLMA_30006,GO:0004523,RNA-DNA hybrid ribonuclease activity
KLMA_30006,GO:0005634,nucleus
KLMA_30006,GO:0005737,cytoplasm
KLMA_30006,GO:0015074,DNA integration
KLMA_30006,GO:0032196,transposition
KLMA_30303,GO:0000727,double-strand break repair via break-induced replication
KLMA_30303,GO:0003678,DNA helicase activity
KLMA_30303,GO:0003688,DNA replication origin binding
KLMA_30303,GO:0005524,ATP binding
KLMA_30303,GO:0005656,nuclear pre-replicative complex
KLMA_30303,GO:0006267,pre-replicative complex assembly involved in nuclear cell cycle DNA replication
KLMA_30303,GO:0006268,DNA unwinding involved in DNA replication
KLMA_30303,GO:0006270,DNA replication initiation
KLMA_30303,GO:0016887,ATP hydrolysis activity
KLMA_30303,GO:0030174,regulation of DNA-templated DNA replication initiation
KLMA_30303,GO:0031298,replication fork protection complex
KLMA_30303,GO:0042555,MCM complex
KLMA_30303,GO:0051301,cell division
KLMA_30303,GO:0071162,CMG complex
KLMA_30041,GO:0005634,nucleus
KLMA_30041,GO:0005737,cytoplasm
KLMA_30041,GO:0008612,peptidyl-lysine modification to peptidyl-hypusine
KLMA_30041,GO:0019135,deoxyhypusine monooxygenase activity
KLMA_30041,GO:0046872,metal ion binding
KLMA_20206,GO:0000123,histone acetyltransferase complex
KLMA_20206,GO:0004402,histone acetyltransferase activity
KLMA_20206,GO:0006281,DNA repair
KLMA_20206,GO:0006325,chromatin organization
KLMA_20206,GO:0006355,regulation of DNA-templated transcription
KLMA_20206,GO:0016573,histone acetylation
KLMA_20206,GO:0106226,peptide 2-hydroxyisobutyryltransferase activity
KLMA_20206,GO:0140064,peptide crotonyltransferase activity
KLMA_30081,GO:0000329,fungal-type vacuole membrane
KLMA_30081,GO:0006886,intracellular protein transport
KLMA_30081,GO:0016192,vesicle-mediated transport
KLMA_30081,GO:0016740,transferase activity
KLMA_30081,GO:0030897,HOPS complex
KLMA_30081,GO:0033263,CORVET complex
KLMA_30081,GO:0046872,metal ion binding
KLMA_20236,GO:0003723,RNA binding
KLMA_20236,GO:0004482,mRNA (guanine-N7-)-methyltransferase activity
KLMA_20236,GO:0005634,nucleus
KLMA_40208,GO:0000166,nucleotide binding
KLMA_40208,GO:0005739,mitochondrion
KLMA_40208,GO:0046872,metal ion binding
KLMA_40208,GO:0052856,NADHX epimerase activity
KLMA_40208,GO:0052857,NADPHX epimerase activity
KLMA_40218,GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
KLMA_40218,GO:0005829,cytosol
KLMA_40218,GO:0006006,glucose metabolic process
KLMA_40218,GO:0006096,glycolytic process
KLMA_40218,GO:0030312,external encapsulating structure
KLMA_40218,GO:0050661,NADP binding
KLMA_40218,GO:0051287,NAD binding
KLMA_20281,GO:0005789,endoplasmic reticulum membrane
KLMA_20281,GO:0008654,phospholipid biosynthetic process
KLMA_20281,GO:0106399,acyl-coenzyme A diphosphatase activity
KLMA_20281,GO:0140042,lipid droplet formation
KLMA_20296,GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
KLMA_20296,GO:0005829,cytosol
KLMA_20296,GO:0006006,glucose metabolic process
KLMA_20296,GO:0006096,glycolytic process
KLMA_20296,GO:0030312,external encapsulating structure
KLMA_20296,GO:0050661,NADP binding
KLMA_20296,GO:0051287,NAD binding
KLMA_30483,GO:0000139,Golgi membrane
KLMA_30483,GO:0005789,endoplasmic reticulum membrane
KLMA_30483,GO:0016192,vesicle-mediated transport
KLMA_30483,GO:0043529,GET complex
KLMA_30483,GO:0045048,protein insertion into ER membrane
KLMA_40363,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening
KLMA_40363,GO:0003723,RNA binding
KLMA_40363,GO:0004672,protein kinase activity
KLMA_40363,GO:0005524,ATP binding
KLMA_40363,GO:0006397,mRNA processing
KLMA_40363,GO:0006468,protein phosphorylation
KLMA_40363,GO:0031251,PAN complex
KLMA_40363,GO:0046872,metal ion binding
KLMA_40186,GO:0003924,GTPase activity
KLMA_40186,GO:0005525,GTP binding
KLMA_40186,GO:0005789,endoplasmic reticulum membrane
KLMA_40186,GO:0007029,endoplasmic reticulum organization
KLMA_20466,GO:0005743,mitochondrial inner membrane
KLMA_20466,GO:0006099,tricarboxylic acid cycle
KLMA_20466,GO:0008177,succinate dehydrogenase (ubiquinone) activity
KLMA_20466,GO:0022900,electron transport chain
KLMA_20466,GO:0050660,flavin adenine dinucleotide binding
KLMA_20466,GO:0102040,fumarate reductase (menaquinone)
KLMA_40458,GO:0006397,mRNA processing
KLMA_40458,GO:0046872,metal ion binding
KLMA_40458,GO:0050660,flavin adenine dinucleotide binding
KLMA_40458,GO:0102265,tRNA-dihydrouridine47 synthase activity
KLMA_40523,GO:0000827,"inositol-1,3,4,5,6-pentakisphosphate kinase activity"
KLMA_40523,GO:0000829,inositol heptakisphosphate kinase activity
KLMA_40523,GO:0000832,inositol hexakisphosphate 5-kinase activity
KLMA_40523,GO:0005524,ATP binding
KLMA_40523,GO:0005737,cytoplasm
KLMA_40523,GO:0005856,cytoskeleton
KLMA_40523,GO:0016310,phosphorylation
KLMA_40523,GO:0033857,diphosphoinositol-pentakisphosphate kinase activity
KLMA_40523,GO:0052723,inositol hexakisphosphate 1-kinase activity
KLMA_40523,GO:0052724,inositol hexakisphosphate 3-kinase activity
KLMA_40543,GO:0000776,kinetochore
KLMA_40543,GO:0004674,protein serine/threonine kinase activity
KLMA_40543,GO:0005524,ATP binding
KLMA_40543,GO:0005819,spindle
KLMA_40543,GO:0006468,protein phosphorylation
KLMA_40543,GO:0007059,chromosome segregation
KLMA_30451,GO:0000045,autophagosome assembly
KLMA_30451,GO:0000407,phagophore assembly site
KLMA_30451,GO:0015031,protein transport
KLMA_20581,GO:0000727,double-strand break repair via break-induced replication
KLMA_20581,GO:0000737,"obsolete DNA catabolic process, endonucleolytic"
KLMA_20581,GO:0003677,DNA binding
KLMA_20581,GO:0005634,nucleus
KLMA_20581,GO:0008821,crossover junction DNA endonuclease activity
KLMA_20581,GO:0046872,metal ion binding
KLMA_20581,GO:0048476,Holliday junction resolvase complex
KLMA_20581,GO:0051321,meiotic cell cycle
KLMA_40563,GO:0004176,ATP-dependent peptidase activity
KLMA_40563,GO:0004252,serine-type endopeptidase activity
KLMA_40563,GO:0005524,ATP binding
KLMA_40563,GO:0005782,peroxisomal matrix
KLMA_40563,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins
KLMA_40563,GO:0016485,protein processing
KLMA_40563,GO:0016558,protein import into peroxisome matrix
KLMA_40563,GO:0016887,ATP hydrolysis activity
KLMA_40588,GO:0000077,DNA damage checkpoint signaling
KLMA_40588,GO:0000781,"chromosome, telomeric region"
KLMA_40588,GO:0000786,nucleosome
KLMA_40588,GO:0005634,nucleus
KLMA_40588,GO:0006281,DNA repair
KLMA_40588,GO:0031509,subtelomeric heterochromatin formation
KLMA_40588,GO:0034729,histone H3-K79 methylation
KLMA_40588,GO:0042393,histone binding
KLMA_40588,GO:0140956,histone H3K79 trimethyltransferase activity
KLMA_30501,GO:0003697,single-stranded DNA binding
KLMA_30501,GO:0005634,nucleus
KLMA_30501,GO:0006301,postreplication repair
KLMA_30501,GO:0006513,protein monoubiquitination
KLMA_30501,GO:0046872,metal ion binding
KLMA_30501,GO:0061630,ubiquitin protein ligase activity
KLMA_20691,GO:0005524,ATP binding
KLMA_20691,GO:0005783,endoplasmic reticulum
KLMA_20691,GO:0016020,membrane
KLMA_20691,GO:0140662,ATP-dependent protein folding chaperone
KLMA_50073,GO:0005789,endoplasmic reticulum membrane
KLMA_50073,GO:0006666,3-keto-sphinganine metabolic process
KLMA_50073,GO:0030148,sphingolipid biosynthetic process
KLMA_50073,GO:0047560,3-dehydrosphinganine reductase activity
KLMA_40491,GO:0004072,aspartate kinase activity
KLMA_40491,GO:0004412,homoserine dehydrogenase activity
KLMA_40491,GO:0009086,methionine biosynthetic process
KLMA_40491,GO:0009088,threonine biosynthetic process
KLMA_40491,GO:0009097,isoleucine biosynthetic process
KLMA_40491,GO:0050661,NADP binding
KLMA_30606,GO:0000049,tRNA binding
KLMA_30606,GO:0005634,nucleus
KLMA_30606,GO:0008176,tRNA (guanine-N7-)-methyltransferase activity
KLMA_30631,GO:0004455,ketol-acid reductoisomerase activity
KLMA_30631,GO:0005739,mitochondrion
KLMA_30631,GO:0009097,isoleucine biosynthetic process
KLMA_30631,GO:0009099,valine biosynthetic process
KLMA_30631,GO:0016853,isomerase activity
KLMA_30631,GO:0046872,metal ion binding
KLMA_50031,GO:0005739,mitochondrion
KLMA_50031,GO:0009249,protein lipoylation
KLMA_50031,GO:0016992,lipoate synthase activity
KLMA_50031,GO:0046872,metal ion binding
KLMA_50031,GO:0051539,"4 iron, 4 sulfur cluster binding"
KLMA_30054,GO:0003723,RNA binding
KLMA_30054,GO:0003887,DNA-directed DNA polymerase activity
KLMA_30054,GO:0003964,RNA-directed DNA polymerase activity
KLMA_30054,GO:0004190,aspartic-type endopeptidase activity
KLMA_30054,GO:0004523,RNA-DNA hybrid ribonuclease activity
KLMA_30054,GO:0005634,nucleus
KLMA_30054,GO:0005737,cytoplasm
KLMA_30054,GO:0006508,proteolysis
KLMA_30054,GO:0015074,DNA integration
KLMA_30054,GO:0032196,transposition
KLMA_50368,GO:0000030,mannosyltransferase activity
KLMA_50368,GO:0005509,calcium ion binding
KLMA_50368,GO:0005886,plasma membrane
KLMA_50368,GO:0006486,protein glycosylation
KLMA_50368,GO:0006897,endocytosis
KLMA_50368,GO:0010008,endosome membrane
KLMA_50368,GO:0016043,cellular component organization
KLMA_50368,GO:0030479,actin cortical patch
KLMA_40299,GO:0003723,RNA binding
KLMA_40299,GO:0003887,DNA-directed DNA polymerase activity
KLMA_40299,GO:0003964,RNA-directed DNA polymerase activity
KLMA_40299,GO:0004523,RNA-DNA hybrid ribonuclease activity
KLMA_40299,GO:0005634,nucleus
KLMA_40299,GO:0005737,cytoplasm
KLMA_40299,GO:0015074,DNA integration
KLMA_40299,GO:0032196,transposition
KLMA_50423,GO:0003723,RNA binding
KLMA_50423,GO:0003887,DNA-directed DNA polymerase activity
KLMA_50423,GO:0003964,RNA-directed DNA polymerase activity
KLMA_50423,GO:0004523,RNA-DNA hybrid ribonuclease activity
KLMA_50423,GO:0005634,nucleus
KLMA_50423,GO:0005737,cytoplasm
KLMA_50423,GO:0015074,DNA integration
KLMA_50423,GO:0032196,transposition
KLMA_40237,GO:0000408,EKC/KEOPS complex
KLMA_40237,GO:0002949,tRNA threonylcarbamoyladenosine modification
KLMA_40237,GO:0005634,nucleus
KLMA_40237,GO:0005737,cytoplasm
KLMA_40237,GO:0046872,metal ion binding
KLMA_40237,GO:0061711,N(6)-L-threonylcarbamoyladenine synthase activity
KLMA_40257,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity
KLMA_40257,GO:0005789,endoplasmic reticulum membrane
KLMA_50503,GO:0004073,aspartate-semialdehyde dehydrogenase activity
KLMA_50503,GO:0009088,threonine biosynthetic process
KLMA_50503,GO:0009089,lysine biosynthetic process via diaminopimelate
KLMA_50503,GO:0046983,protein dimerization activity
KLMA_50503,GO:0050661,NADP binding
KLMA_50503,GO:0051287,NAD binding
KLMA_40524,GO:0000287,magnesium ion binding
KLMA_40524,GO:0002189,ribose phosphate diphosphokinase complex
KLMA_40524,GO:0004749,ribose phosphate diphosphokinase activity
KLMA_40524,GO:0005524,ATP binding
KLMA_40524,GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process
KLMA_40524,GO:0009156,ribonucleoside monophosphate biosynthetic process
KLMA_40524,GO:0009165,nucleotide biosynthetic process
KLMA_40524,GO:0016301,kinase activity
KLMA_40524,GO:0016310,phosphorylation
KLMA_40524,GO:0031505,fungal-type cell wall organization
KLMA_40539,GO:0004378,"GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity"
KLMA_40539,GO:0005789,endoplasmic reticulum membrane
KLMA_40539,GO:0006486,protein glycosylation
KLMA_40539,GO:0102704,"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity"
KLMA_40549,GO:0004484,mRNA guanylyltransferase activity
KLMA_40549,GO:0005524,ATP binding
KLMA_40549,GO:0005525,GTP binding
KLMA_40549,GO:0006370,7-methylguanosine mRNA capping
KLMA_40549,GO:0031533,mRNA cap methyltransferase complex
KLMA_40302,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KLMA_40302,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
KLMA_40302,GO:0005654,nucleoplasm
KLMA_40302,GO:0005730,nucleolus
KLMA_40302,GO:0030687,"preribosome, large subunit precursor"
KLMA_40302,GO:0043021,ribonucleoprotein complex binding
KLMA_50366,GO:0000002,mitochondrial genome maintenance
KLMA_50366,GO:0000723,telomere maintenance
KLMA_50366,GO:0000781,"chromosome, telomeric region"
KLMA_50366,GO:0005524,ATP binding
KLMA_50366,GO:0005634,nucleus
KLMA_50366,GO:0005657,replication fork
KLMA_50366,GO:0006260,DNA replication
KLMA_50366,GO:0006281,DNA repair
KLMA_50366,GO:0016887,ATP hydrolysis activity
KLMA_50366,GO:0043139,5'-3' DNA helicase activity
KLMA_50366,GO:0051880,G-quadruplex DNA binding
KLMA_30008,GO:0003723,RNA binding
KLMA_30008,GO:0003887,DNA-directed DNA polymerase activity
KLMA_30008,GO:0003964,RNA-directed DNA polymerase activity
KLMA_30008,GO:0004523,RNA-DNA hybrid ribonuclease activity
KLMA_30008,GO:0005634,nucleus
KLMA_30008,GO:0005737,cytoplasm
KLMA_30008,GO:0015074,DNA integration
KLMA_30008,GO:0032196,transposition
KLMA_50004,GO:0003723,RNA binding
KLMA_50004,GO:0003887,DNA-directed DNA polymerase activity
KLMA_50004,GO:0003964,RNA-directed DNA polymerase activity
KLMA_50004,GO:0004523,RNA-DNA hybrid ribonuclease activity
KLMA_50004,GO:0005634,nucleus
KLMA_50004,GO:0005737,cytoplasm
KLMA_50004,GO:0015074,DNA integration
KLMA_50004,GO:0032196,transposition
KLMA_50633,GO:0005789,endoplasmic reticulum membrane
KLMA_50633,GO:0006869,lipid transport
KLMA_50633,GO:0006914,autophagy
KLMA_50633,GO:0015031,protein transport
KLMA_50633,GO:0034045,phagophore assembly site membrane
KLMA_40472,GO:0004134,4-alpha-glucanotransferase activity
KLMA_40472,GO:0004135,"amylo-alpha-1,6-glucosidase activity"
KLMA_40472,GO:0005737,cytoplasm
KLMA_40472,GO:0005978,glycogen biosynthetic process
KLMA_40472,GO:0005980,glycogen catabolic process
KLMA_40472,GO:0102500,beta-maltose 4-alpha-glucanotransferase activity
KLMA_50104,GO:0000049,tRNA binding
KLMA_50104,GO:0004813,alanine-tRNA ligase activity
KLMA_50104,GO:0005524,ATP binding
